epoch;loss;val_loss
0;162.87347412109375;138.72882080078125
1;107.04446411132812;73.68212127685547
2;55.12043762207031;41.508121490478516
3;35.12962341308594;27.34600830078125
4;27.54773712158203;24.25420570373535
5;23.482194900512695;21.526351928710938
6;20.788904190063477;18.027244567871094
7;18.887094497680664;16.315109252929688
8;17.53428077697754;15.48391056060791
9;16.30004119873047;16.031587600708008
10;15.545334815979004;14.19599723815918
11;14.764906883239746;14.07268238067627
12;14.13082504272461;13.285898208618164
13;13.545137405395508;13.203171730041504
14;13.139599800109863;12.486746788024902
15;12.654515266418457;12.285932540893555
16;12.365326881408691;12.107513427734375
17;12.019021987915039;12.909440040588379
18;11.87608814239502;12.430410385131836
19;11.440469741821289;11.495177268981934
20;11.07995319366455;11.513566970825195
21;10.917375564575195;11.123224258422852
22;10.769462585449219;11.490347862243652
23;10.587322235107422;10.60714054107666
24;10.409701347351074;11.659579277038574
25;10.23414134979248;11.385350227355957
26;10.130257606506348;10.519229888916016
27;10.007452011108398;10.459381103515625
28;9.727824211120605;10.297043800354004
29;9.7650728225708;10.864062309265137
30;9.566751480102539;10.57398509979248
31;9.39620590209961;10.404772758483887
32;9.44258975982666;10.120207786560059
33;9.192488670349121;9.89162540435791
34;9.20305347442627;10.02868366241455
35;9.09508228302002;10.256157875061035
36;8.929950714111328;10.098736763000488
37;8.797162055969238;9.761574745178223
38;8.914399147033691;10.016312599182129
39;8.81562614440918;9.657305717468262
40;8.713126182556152;9.919055938720703
41;8.548646926879883;10.191859245300293
42;8.638611793518066;9.847790718078613
43;8.452913284301758;10.205388069152832
44;8.377543449401855;9.694862365722656
45;8.290643692016602;9.28586483001709
46;8.287406921386719;9.8018159866333
47;8.278292655944824;9.444830894470215
48;8.22224235534668;9.651707649230957
49;8.19951343536377;10.1189546585083
50;8.24628734588623;9.696026802062988
51;8.194101333618164;9.986879348754883
52;8.017691612243652;9.620623588562012
53;8.004942893981934;9.721843719482422
54;7.985363960266113;9.77341079711914
55;7.870786190032959;9.384773254394531
56;7.918132305145264;9.881382942199707
57;7.822249889373779;9.623519897460938
58;7.79503870010376;10.17894458770752
59;7.820378303527832;9.540090560913086
60;7.650205612182617;9.699545860290527
61;6.525053977966309;8.560882568359375
62;6.105571746826172;8.396505355834961
63;5.814453125;8.3659086227417
64;5.71951150894165;8.352216720581055
65;5.631076812744141;8.26821231842041
66;5.496855735778809;8.111265182495117
67;5.377712249755859;8.099696159362793
68;5.398172378540039;8.265284538269043
69;5.382878303527832;8.065489768981934
70;5.280845642089844;8.088844299316406
71;5.2201690673828125;8.055648803710938
72;5.274632930755615;8.138101577758789
73;5.215246677398682;8.152427673339844
74;5.042273998260498;8.282172203063965
75;5.020982265472412;7.999960899353027
76;5.038563251495361;8.101633071899414
77;5.020034313201904;8.07910442352295
78;4.984711647033691;8.11047649383545
79;4.880021572113037;8.08285903930664
80;4.928256988525391;8.071527481079102
81;4.86298131942749;8.168703079223633
82;4.878735065460205;8.156989097595215
83;4.753786563873291;7.871048927307129
84;4.776051998138428;8.053823471069336
85;4.731029033660889;8.145811080932617
86;4.731382369995117;8.088785171508789
87;4.754073619842529;8.15960693359375
88;4.7137250900268555;8.16490364074707
89;4.86223030090332;8.039913177490234
90;4.5936737060546875;8.174965858459473
91;4.588573932647705;8.028310775756836
92;4.533712863922119;8.20308780670166
93;4.600798606872559;8.124696731567383
94;4.495695114135742;7.985500335693359
95;4.466588020324707;8.171693801879883
96;4.544140815734863;8.190170288085938
97;4.492950916290283;8.219013214111328
98;4.4511003494262695;8.080057144165039
99;4.251126289367676;8.060291290283203
100;4.207554817199707;7.996146202087402
101;4.1353254318237305;8.013312339782715
102;4.220932483673096;8.042515754699707
103;4.1446685791015625;8.002767562866211
