epoch;loss;val_loss
0;159.8217315673828;153.96449279785156
1;157.39010620117188;153.66635131835938
2;155.59506225585938;147.3929901123047
3;147.80857849121094;142.25892639160156
4;147.83438110351562;143.216552734375
5;143.01914978027344;138.92373657226562
6;143.52117919921875;136.26109313964844
7;126.69149780273438;114.92326354980469
8;110.26438903808594;104.64315032958984
9;97.3031997680664;89.79205322265625
10;85.59133911132812;82.57305908203125
11;76.95619201660156;75.41524505615234
12;69.94003295898438;68.96147155761719
13;63.93242645263672;64.41445922851562
14;58.515472412109375;59.465999603271484
15;53.405948638916016;56.020931243896484
16;48.78989791870117;50.656681060791016
17;44.9194450378418;49.006065368652344
18;41.159549713134766;43.951171875
19;37.73722457885742;41.01006317138672
20;34.68955612182617;37.7480354309082
21;32.21490478515625;36.11320877075195
22;29.940889358520508;33.44365310668945
23;28.081785202026367;30.89812469482422
24;26.310253143310547;30.795764923095703
25;24.988887786865234;29.227191925048828
26;23.72927474975586;28.760093688964844
27;22.6672420501709;28.02012825012207
28;21.756813049316406;26.85980796813965
29;20.883464813232422;25.640260696411133
30;20.097501754760742;26.21227264404297
31;19.40806007385254;24.873971939086914
32;18.783916473388672;23.979034423828125
33;17.94054412841797;23.02861785888672
34;17.400188446044922;23.391620635986328
35;17.070178985595703;22.87334632873535
36;16.560558319091797;22.365678787231445
37;16.030807495117188;22.457128524780273
38;15.615474700927734;22.705257415771484
39;15.316981315612793;21.960716247558594
40;14.865732192993164;22.054962158203125
41;14.700523376464844;21.80852699279785
42;14.356761932373047;20.83597183227539
43;14.173288345336914;20.76389503479004
44;13.516450881958008;21.027650833129883
45;13.519357681274414;20.53713035583496
46;13.213663101196289;21.019805908203125
47;12.978218078613281;20.74043846130371
48;12.756868362426758;20.6749210357666
49;12.572281837463379;21.166122436523438
50;12.424798965454102;19.917137145996094
51;12.30792236328125;20.43096923828125
52;12.036752700805664;20.201005935668945
53;11.75776481628418;19.935226440429688
54;11.597914695739746;19.480852127075195
55;11.386204719543457;20.15308380126953
56;11.271228790283203;20.81415557861328
57;11.25104808807373;20.005373001098633
58;11.057002067565918;19.204404830932617
59;10.747299194335938;19.48556137084961
60;10.616355895996094;19.17850685119629
61;10.523118019104004;19.174535751342773
62;10.467131614685059;19.834827423095703
63;10.326420783996582;20.447280883789062
64;10.235937118530273;19.05048179626465
65;10.107483863830566;19.638473510742188
66;9.949135780334473;19.15467071533203
67;9.748832702636719;19.206506729125977
68;9.72797966003418;19.787012100219727
69;9.624069213867188;18.86379051208496
70;9.525303840637207;19.960262298583984
71;9.350469589233398;18.485515594482422
72;9.471835136413574;18.901527404785156
73;9.255341529846191;18.798843383789062
74;9.053609848022461;18.878219604492188
75;9.06252384185791;19.224931716918945
76;8.866524696350098;19.14203643798828
77;8.964262008666992;19.47304344177246
78;8.923535346984863;19.141475677490234
79;8.703129768371582;19.569978713989258
80;8.747365951538086;19.108293533325195
81;8.651291847229004;18.910953521728516
82;8.620530128479004;19.01421546936035
83;8.303414344787598;19.088895797729492
84;8.54536247253418;19.574676513671875
85;8.275749206542969;19.289806365966797
86;8.298810958862305;19.379117965698242
87;6.6618499755859375;17.509056091308594
88;6.021050930023193;17.479969024658203
89;6.091845512390137;17.416597366333008
90;5.708718776702881;17.231258392333984
91;5.606238842010498;17.424678802490234
92;5.400783538818359;17.496837615966797
93;5.30140495300293;17.403934478759766
94;5.244351863861084;17.45716094970703
95;5.1299591064453125;17.547239303588867
96;5.253891468048096;17.397554397583008
97;5.120391845703125;17.673688888549805
98;4.977392673492432;17.6828556060791
99;5.024483680725098;17.627676010131836
100;4.936017036437988;17.60240936279297
101;4.925011157989502;17.583908081054688
102;4.9500603675842285;17.801889419555664
103;4.888445854187012;17.93819236755371
104;4.771440029144287;17.73386573791504
105;4.739822864532471;17.919219970703125
106;4.5287652015686035;17.768823623657227
107;4.518052101135254;17.74429702758789
108;4.418314456939697;17.658803939819336
109;4.476032733917236;17.716432571411133
110;4.471142292022705;17.70450210571289
